GEN.8.9	Kare ra o te kukupa toanga tapuae i kitea, kua oki maira aia ki te araka kia 
GEN.8.10	Kua tatari iora aia e po itu akera; e kua tuku akaou atura i taua kukupa ra ki vao i te araka ra; 
GEN.8.11	E kua oki maira taua kukupa i te aiai kiaia ra, e i ina, e rau olive paoia tei te vaa: kite akerā Noa e, kua iti te vai ki runga i te enua ra. 
GEN.8.12	Kua tatari iora oki aia e kia po itu rai; e kua tuku atura oki i te kukupa; e kare ïa i oki akaou mai kiaia.
GEN.8.14	E tae akera ki te rua o te marama, e te rua ngauru ma itu o te po i taua marama ra, kua marō te enua.
GEN.8.15	E kua tuatua maira te Atua kia Noa, na ko maira, 
GEN.8.16	Ka aere ana ki vao i te araka, 
GEN.8.17	E tuku katoa oki 
GEN.8.18	Kua aere iorā a Noa ki vao, e ana puke tamariki, e tana vaine, e nga vaine a nga tamariki nana, ratou katoa ra. 
GEN.8.19	E te au puaka katoa, 
GEN.8.20	E kua akatu iorā Noa i te atarau na Iehova; e kua rave iora 
GEN.8.21	E ongi maira oki a Iehova i 
GEN.8.22	I teianei ra, e vai rai te 
GEN.9.1	KUA akameitaki maira te Atua ia Noa e tana au tamariki; kua na ko maira kia ratou, 
GEN.9.2	E ka tukuia te mataku ia kotou, e te ngarangara ia kotou, ki runga i te au puaka katoa o te enua nei, e ki runga i te au manu katoa o te reva, e ki runga i te au mea katoa e totoro aere ua ki rungao i te enua, e ki runga i te au ika katoa o te tai; tei to kotou rima anake ïa. 
GEN.9.3	Te au mea ora katoa e aere nei, ei kai ïa na kotou; 
GEN.9.4	Ko te kiko ra ma te ora katoa i roto, koia te toto ra, auraka kotou e kai. 
GEN.9.5	Kare ua oki au e kore i te umuumu i te tutaki i to kotou na toto i oraʼi kotou; e umuumu oki au i te reira 
GEN.9.7	Ko kotou ra, kia anau, e kia maata roa; kia manganui to kotou uanga ki runga i te enua, e kia maata roa kotou i reira.
GEN.9.8	Kua tuatua mairai oki te Atua kia Noa, e tana au tamariki katoa ra, na ko maira, 
GEN.9.9	I na, ko au, te 
GEN.9.10	E te au mea ora katoa ki ko na kia kotou na, te au manu ra, e te au puaka ra, e te au manu taae katoa i te enua nei ki ko na kia kotou na; e te au mea ora katoa o te enua mei roto katoa mai i te araka. 
GEN.9.11	Te akatinamou nei au i taku nei koreromotu kia kotou; e kore roa e ope akaou te au mea ora katoa i te mate i te vai diluvi; kare oki e diluvi akaouia e mate roa atu ei te enua ra. 
GEN.9.12	Kua tuatua maira oki te Atua, 
GEN.9.13	Ko taku anuanua i roto i te tumurangi ra, taku ïa e akono nei, ei akairo no te koreromotu naku, e to te ao katoa nei. 
GEN.9.14	E kia akatupu au i te tumurangi ki runga ake i te enua nei, e kua kitea te anuanua ki roto i taua tumurangi ra; 
GEN.9.15	Ei reira au 
GEN.9.16	Kia anuanuaia oki ki roto i te tumurangi ra, ka akara ïa au, kia maara au 
GEN.9.17	Kua tuatua maira te Atua kia Noa, Ko te akairo koreromotu teia, i akamouia e au naku, e te au mea ora katoa ki runga i te enua nei.
GEN.9.19	Ko nga tamariki toko toru a Noa ra teia; 
GEN.9.20	E riro a Noa ei 
GEN.9.21	E kua inu oki aia 
GEN.9.22	Kite akera te metua o Kanaana ra, ko 
GEN.9.23	Kua rave akerā 
GEN.9.24	E ara akerā Noa i taua wina nana ra, e kite akera aia i ta te tamaiti openga i rave iaia ra. 
GEN.9.25	Kua na ko akera aia, 
